0.015,1.1985e+06,0.40932,2333,2.4052e+06,1.2794,0.092944,2.2056e-05,0.66764,0.23935
0.015,1.1984e+06,0.47848,2333,2.4016e+06,1.2793,0.09294,2.2035e-05,0.66764,0.23935
0.015,1.1982e+06,0.54698,2332.9,2.398e+06,1.2791,0.092936,2.2014e-05,0.66765,0.23936
0.015,1.1981e+06,0.61518,2332.9,2.3944e+06,1.279,0.092932,2.1992e-05,0.66765,0.23936
0.015,1.198e+06,0.68348,2332.9,2.3907e+06,1.2788,0.092928,2.1971e-05,0.66765,0.23936
0.015001,1.1978e+06,0.75228,2332.9,2.387e+06,1.2787,0.092924,2.1949e-05,0.66766,0.23936
0.015001,1.1977e+06,0.82199,2332.9,2.3832e+06,1.2786,0.09292,2.1927e-05,0.66766,0.23936
0.015001,1.1975e+06,0.89299,2332.8,2.3795e+06,1.2784,0.092916,2.1905e-05,0.66766,0.23936
0.015001,1.1974e+06,0.9656,2332.8,2.3758e+06,1.2783,0.092912,2.1882e-05,0.66767,0.23936
0.015001,1.1973e+06,1.0402,2332.8,2.3721e+06,1.2782,0.092909,2.186e-05,0.66767,0.23937
0.015001,1.1972e+06,1.1171,2332.8,2.3684e+06,1.2781,0.092905,2.1837e-05,0.66767,0.23937
0.015001,1.1971e+06,1.1968,2332.8,2.3647e+06,1.278,0.092901,2.1815e-05,0.66768,0.23937
0.015001,1.197e+06,1.2793,2332.8,2.3611e+06,1.2779,0.092897,2.1792e-05,0.66768,0.23937
0.015001,1.1969e+06,1.365,2332.8,2.3575e+06,1.2778,0.092893,2.1769e-05,0.66768,0.23937
0.015001,1.1968e+06,1.4537,2332.8,2.354e+06,1.2777,0.092889,2.1746e-05,0.66769,0.23937
0.015002,1.1967e+06,1.5455,2332.8,2.3505e+06,1.2776,0.092885,2.1722e-05,0.66769,0.23937
0.015002,1.1967e+06,1.6401,2332.8,2.3471e+06,1.2776,0.092882,2.1699e-05,0.66769,0.23937
0.015002,1.1966e+06,1.7375,2332.8,2.3437e+06,1.2775,0.092878,2.1676e-05,0.66769,0.23938
0.015002,1.1966e+06,1.8373,2332.8,2.3404e+06,1.2775,0.092874,2.1652e-05,0.6677,0.23938
0.015002,1.1966e+06,1.9394,2332.8,2.3371e+06,1.2775,0.09287,2.1629e-05,0.6677,0.23938
0.015002,1.1966e+06,2.0435,2332.8,2.3338e+06,1.2774,0.092866,2.1605e-05,0.6677,0.23938
0.015002,1.1966e+06,2.1495,2332.8,2.3307e+06,1.2774,0.092863,2.1581e-05,0.66771,0.23938
0.015002,1.1966e+06,2.2572,2332.8,2.3275e+06,1.2774,0.092859,2.1558e-05,0.66771,0.23938
0.015002,1.1966e+06,2.3667,2332.9,2.3244e+06,1.2775,0.092855,2.1534e-05,0.66771,0.23938
0.015003,1.1966e+06,2.4781,2332.9,2.3214e+06,1.2775,0.092852,2.151e-05,0.66772,0.23938
0.015003,1.1967e+06,2.5912,2332.9,2.3184e+06,1.2775,0.092848,2.1486e-05,0.66772,0.23939
0.015003,1.1967e+06,2.7058,2332.9,2.3154e+06,1.2775,0.092844,2.1462e-05,0.66772,0.23939
0.015003,1.1968e+06,2.8214,2333,2.3125e+06,1.2776,0.09284,2.1438e-05,0.66772,0.23939
0.015003,1.1969e+06,2.9374,2333,2.3096e+06,1.2776,0.092837,2.1415e-05,0.66773,0.23939
0.015003,1.1969e+06,3.0533,2333,2.3068e+06,1.2777,0.092833,2.1391e-05,0.66773,0.23939
0.015003,1.197e+06,3.1685,2333.1,2.3039e+06,1.2778,0.09283,2.1367e-05,0.66773,0.23939
0.015003,1.1971e+06,3.2825,2333.1,2.3011e+06,1.2778,0.092826,2.1343e-05,0.66774,0.23939
0.015003,1.1971e+06,3.3945,2333.1,2.2983e+06,1.2779,0.092822,2.1319e-05,0.66774,0.23939
0.015003,1.1972e+06,3.5043,2333.2,2.2954e+06,1.2779,0.092819,2.1296e-05,0.66774,0.23939
0.015003,1.1973e+06,3.6114,2333.2,2.2926e+06,1.278,0.092815,2.1272e-05,0.66774,0.2394
0.015004,1.1973e+06,3.7155,2333.2,2.2897e+06,1.278,0.092812,2.1248e-05,0.66775,0.2394
0.015004,1.1974e+06,3.8167,2333.3,2.2867e+06,1.2781,0.092808,2.1225e-05,0.66775,0.2394
0.015004,1.1974e+06,3.9149,2333.3,2.2837e+06,1.2781,0.092805,2.1201e-05,0.66775,0.2394
0.015004,1.1974e+06,4.0104,2333.3,2.2807e+06,1.2781,0.092801,2.1178e-05,0.66776,0.2394
0.015004,1.1974e+06,4.1033,2333.3,2.2776e+06,1.2781,0.092798,2.1155e-05,0.66776,0.2394
0.015004,1.1974e+06,4.1942,2333.3,2.2744e+06,1.2781,0.092795,2.1131e-05,0.66776,0.2394
0.015004,1.1974e+06,4.2832,2333.3,2.2712e+06,1.2781,0.092791,2.1108e-05,0.66776,0.2394
0.015004,1.1974e+06,4.3709,2333.4,2.2679e+06,1.278,0.092788,2.1085e-05,0.66777,0.23941
0.015004,1.1973e+06,4.4575,2333.4,2.2646e+06,1.278,0.092785,2.1062e-05,0.66777,0.23941
0.015005,1.1973e+06,4.5434,2333.4,2.2612e+06,1.2779,0.092781,2.1039e-05,0.66777,0.23941
0.015005,1.1972e+06,4.6287,2333.3,2.2577e+06,1.2778,0.092778,2.1016e-05,0.66778,0.23941
0.015005,1.1971e+06,4.7138,2333.3,2.2542e+06,1.2778,0.092775,2.0993e-05,0.66778,0.23941
0.015005,1.197e+06,4.7987,2333.3,2.2507e+06,1.2777,0.092772,2.097e-05,0.66778,0.23941
0.015005,1.1969e+06,4.8836,2333.3,2.2471e+06,1.2776,0.092769,2.0947e-05,0.66778,0.23941
0.015005,1.1968e+06,4.9687,2333.3,2.2435e+06,1.2775,0.092766,2.0925e-05,0.66779,0.23941
0.015005,1.1967e+06,5.054,2333.3,2.2398e+06,1.2773,0.092763,2.0902e-05,0.66779,0.23941
0.015005,1.1966e+06,5.1396,2333.3,2.2362e+06,1.2772,0.092759,2.088e-05,0.66779,0.23941
0.015005,1.1964e+06,5.2254,2333.2,2.2325e+06,1.2771,0.092756,2.0857e-05,0.66779,0.23942
0.015005,1.1963e+06,5.3113,2333.2,2.2288e+06,1.277,0.092753,2.0835e-05,0.6678,0.23942
0.015005,1.1962e+06,5.3972,2333.2,2.2251e+06,1.2768,0.09275,2.0812e-05,0.6678,0.23942
0.015006,1.1961e+06,5.4828,2333.2,2.2215e+06,1.2767,0.092747,2.079e-05,0.6678,0.23942
0.015006,1.1959e+06,5.5679,2333.2,2.2178e+06,1.2766,0.092744,2.0768e-05,0.6678,0.23942
0.015006,1.1958e+06,5.6527,2333.1,2.2142e+06,1.2765,0.092741,2.0746e-05,0.66781,0.23942
0.015006,1.1957e+06,5.7372,2333.1,2.2106e+06,1.2763,0.092738,2.0723e-05,0.66781,0.23942
0.015006,1.1955e+06,5.8215,2333.1,2.207e+06,1.2762,0.092735,2.0701e-05,0.66781,0.23942
0.015006,1.1954e+06,5.9061,2333.1,2.2035e+06,1.2761,0.092733,2.0679e-05,0.66781,0.23942
0.015006,1.1953e+06,5.9918,2333.1,2.2e+06,1.276,0.09273,2.0657e-05,0.66782,0.23942
0.015006,1.1952e+06,6.0792,2333.1,2.1966e+06,1.2759,0.092727,2.0636e-05,0.66782,0.23942
0.015006,1.1951e+06,6.1681,2333,2.1932e+06,1.2758,0.092724,2.0614e-05,0.66782,0.23943
0.015007,1.195e+06,6.2587,2333,2.1898e+06,1.2757,0.092721,2.0592e-05,0.66782,0.23943
0.015007,1.195e+06,6.3509,2333,2.1865e+06,1.2756,0.092718,2.0571e-05,0.66783,0.23943
0.015007,1.1949e+06,6.4446,2333,2.1833e+06,1.2756,0.092715,2.0549e-05,0.66783,0.23943
0.015007,1.1948e+06,6.5397,2333,2.1801e+06,1.2755,0.092713,2.0528e-05,0.66783,0.23943
0.015007,1.1948e+06,6.6359,2333,2.1769e+06,1.2754,0.09271,2.0506e-05,0.66783,0.23943
0.015007,1.1947e+06,6.733,2333,2.1738e+06,1.2754,0.092707,2.0485e-05,0.66783,0.23943
0.015007,1.1946e+06,6.8308,2333,2.1706e+06,1.2753,0.092704,2.0464e-05,0.66784,0.23943
